title,price,description,carat_weight,center_stone_shape,carat_material,photo_link,width,approx,metal,gold,copper,zinc,nickle,color_accent_tags,clarity_accent_tags,profile,carat,color,clarity,Url
The Kamellie Set With A 2.5 Carat Princess Lab Diamond,"$2,660","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",2.5,Princess,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_attRUwNzJ25J6U7fX_ea2321be-24fc-4e08-8adf-bd78f6fa49b6.jpg?v=1715006024&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_attseu29RDSM0wy6I_e571cfe1-0220-4787-8a4c-2ae08dd2d7da.jpg?v=1715006024&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_attgeLb7aAqU60XSh_15370f58-9ae8-40bf-a0ef-1b31d29719c6.jpg?v=1715006023&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_attma6udBHJZCEQkL_426adefe-bae7-4162-9cb4-9b10558c6f83.jpg?v=1715006024&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_attpk2gO4CCx2vffA_5a262cd5-f481-4d94-a372-4a3fc3dd639c.jpg?v=1715006023&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_attQIP5ImqwTwA9xU_815d75d9-b568-43fa-83ae-8ce9bcb529cd.jpg?v=1715006023&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_attqe0FJWGNF04yDV_2fd1d91c-1b4c-4188-876c-899c78a60e36.jpg?v=1715006024&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_attVTl1OLncHweFLe_b1d9cd08-4204-4684-b9a4-8e8b09d31d75.jpg?v=1715006023&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_attplG38d1m8YxbFE_34a9c429-64b8-4480-be60-e2e1cb8f087f.jpg?v=1715006024&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_attZUfCdppq4hR0dP_b7f112a2-22dd-429d-bc39-8c64a73db663.jpg?v=1715006024&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-PR-RG_att1ew7pRoUOjSLzd_00d240b4-f304-4d1a-8e37-aaab61916319.jpg?v=1715006024&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/4bd15a7588e11b4030e883b7212bf46f_8257c8c8-c0a5-4235-bd03-4e2984d2215d.jpg?v=1693927232&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/4bd15a7588e11b4030e883b7212bf46f_8257c8c8-c0a5-4235-bd03-4e2984d2215d.jpg?v=1693927232&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/PrincessShapeStoneSolo-TJJ3BKAV.png']",1.5mm,0.08 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,2.5,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-princess-14k-rose-gold-solitaire-2-5-carat-lab-diamond
The Low Profile Kamellie Set With A 1.5 Carat Round Lab Diamond,"$3,050","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",1.5,Round,18k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-R-RG-G2c_d2c6a08e-4cdf-45e1-86b3-47064bd2d9cf_3x_jpg.webp?v=1691488696&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-R-RG-G5d_ec486cfb-cd18-4860-ab8b-c1b9d49970ec_3x_jpg.webp?v=1691488697&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_14b1d08d-f3b7-4fb1-91a8-7d361acc1b0a.jpg?v=1693928396&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_14b1d08d-f3b7-4fb1-91a8-7d361acc1b0a.jpg?v=1693928396&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-R-RG-G5b_512f189a-555d-465d-b1e6-bbab2d647932_3x_jpg.webp?v=1691488698&width=800&height=800&crop=center']",1.5mm,0.25 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,Low,1.5,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-round-18k-rose-gold-pave-1-5-carat-lab-diamond
The Monica Set With A 2.5 Carat Oval Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Oval,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-OV-YG-G2c_0_11e145bc-9626-4d78-bdfb-6558ce23e8da_3x_jpg.webp?v=1690853561&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-OV-YG-G5d_0_40e78f7b-e18a-4612-8f37-b8d956eaac08_3x_jpg.webp?v=1690853561&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/9a2563fc164f17886bb650e96c449487_b12597a8-48ff-40dd-94d8-c98e6930545e.jpg?v=1693929372&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/9a2563fc164f17886bb650e96c449487_b12597a8-48ff-40dd-94d8-c98e6930545e.jpg?v=1693929372&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/OvalShapeStoneSolo-MUTZKHQT.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-OV-YG-G5b_0_a688b305-8465-46b6-84f8-264eaf9fad18_3x_jpg.webp?v=1690853561&width=800&height=800&crop=center']",2.5mm,0.48 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,2.5,D-F,VS,https://keyzarjewelry.com/products/the-monica-setting-oval-14k-yellow-gold-2-5-carat-lab-diamond
The Kamellie Set With A 2 Carat Radiant Lab Diamond,"$2,470","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",2,Radiant,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-RAD-WG_attwEykYbpCUsPgwI_e656f072-17f3-409c-8a29-53f75921eb07.jpg?v=1715005927&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-RAD-WG_attdbe1IIzsDlJnPd.jpg?v=1718800566&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-RAD-WG_attvb3AHUQFkDm730_56e67ba7-e062-44f9-b70f-76f598eadbe4.jpg?v=1721769360&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-RAD-WG_attYzvkQQzjU5CjOI_18c3bd72-ebd9-4de1-8801-160dc0b7b9f0.jpg?v=1721769362&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-RAD-WG_attjCPhJw9PHllgKh_ed4b7262-4dbf-4796-8a74-7ad71b7022f3.jpg?v=1721769367&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0d3ab3d8cc3353eb68667e83c17f5751_e65ab27d-89ec-4ce4-88b2-2b7604fc629f.jpg?v=1693927194&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0d3ab3d8cc3353eb68667e83c17f5751_e65ab27d-89ec-4ce4-88b2-2b7604fc629f.jpg?v=1693927194&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RadiantShapeStoneSolo-Y545I2FE.png']",1.5mm,0.08 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,2,D-F,VS,https://keyzarjewelry.com/products/the-kamellie-setting-radiant-14k-white-gold-solitaire-2-carat-lab-diamond
The Zoey Set With A 1 Carat Cushion Lab Diamond,"$2,820",criss-cross engagement ring,1,Cushion,18k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_091_6c00b4cc-0d1b-496c-9a6d-1bf6f29d2fcd_3x_jpg.webp?v=1690864017&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_094_cb7ec63e-fc24-4fb9-b8c4-b8940453f2a8_3x_jpg.webp?v=1690864016&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_ed06a354-9bb5-4880-85fe-17466e920403.jpg?v=1693995983&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f_ed06a354-9bb5-4880-85fe-17466e920403.jpg?v=1693995983&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-WG_088_32d5ae7c-00eb-4383-a191-77b7dd22d5c7_3x_jpg.webp?v=1690864017&width=800&height=800&crop=center']",2.0mm,0.35 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,1,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-cushion-18k-white-gold-1-carat-lab-diamond
The Zoey Set With A 2 Carat Round Lab Diamond,"$3,320",criss-cross engagement ring,2,Round,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_08_18b4e799-e65b-45e3-be83-db09a1ce60a1_3x_jpg.webp?v=1690863979&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_011_aff97a34-8570-4dbd-9743-8b34b2279dea_3x_jpg.webp?v=1690863979&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/04a8210757202c8a35b61763d052584c.jpg?v=1693996003&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/04a8210757202c8a35b61763d052584c.jpg?v=1693996003&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-RG_05_ffc67553-a025-4082-9124-f9247a111a24_3x_jpg.webp?v=1690863978&width=800&height=800&crop=center']",2.0mm,0.35 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,2,D-F,VS,https://keyzarjewelry.com/products/the-zoey-setting-round-14k-rose-gold-2-carat-lab-diamond
The Jade Set With A 1.5 Carat Cushion Lab Diamond,"$3,350","The Jade stunning split shank design features a delicate band with dynamic sparkle. A shimmering row of pave diamonds splits, continuing up the base of each prong to meet at a subtle point before descending into a diamond-studded bridge. The setting boasts glittering brilliance from all angles, making your center stone appear larger while a slimming silhouette elongates the finger. ",1.5,Cushion,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-CU-WG-G2c_0_3b460e28-e32b-4c0a-8761-9486fbcfa9dd_3x_jpg.webp?v=1690888690&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-CU-WG-G5d_0_f5f54258-97cb-44fe-92f8-5b240b806851_3x_jpg.webp?v=1690888690&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/3b6cc678363c8165509177f6c899a63a_e4b2f387-9795-4012-9cb9-8de0abfee9b9.jpg?v=1693926439&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/3b6cc678363c8165509177f6c899a63a_e4b2f387-9795-4012-9cb9-8de0abfee9b9.jpg?v=1693926439&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-CU-WG-G5b_0_a8411edc-25de-4c32-b992-ab44a9e4a597_3x_jpg.webp?v=1690888690&width=800&height=800&crop=center']",1.8mm,0.3 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1.5,D-F,VS,https://keyzarjewelry.com/products/the-jade-setting-cushion-14k-white-gold-1-5-carat-lab-diamond
The Halo Stephanie Set With A 2 Carat Round Lab Diamond,"$3,870","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",2,Round,18k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C125-RG-DIA-2ks_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C1-RG-DIA-2Ks_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-RG_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-RG_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C37-RG-DIA-2Ks_0.jpg?v=1699440643&width=800&height=800&crop=center']",1.5mm,0.3 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,Medium,2,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-round-18k-rose-gold-2-carat-lab-diamond
The Low Profile Kamellie Set With A 3 Carat Cushion Lab Diamond,"$4,810","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",3,Cushion,18k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-RG-G2c_0972583b-0005-4d98-8346-1c2bf1651e5c_3x_jpg.webp?v=1691488749&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-RG-G5d_c531d240-aa25-4e4b-a7e4-1f101df1570f_3x_jpg.webp?v=1691488747&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_3ad2e669-298f-4f19-84af-4b6a72169a8b.jpg?v=1693928405&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/371e8432f67ee4f3240a34c4cedc854f_3ad2e669-298f-4f19-84af-4b6a72169a8b.jpg?v=1693928405&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/CushionShapeStoneSolo-T7O7FAUV.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-CU-RG-G5b_b7f3f109-cfc1-4206-8a9c-fbba4c64f786_3x_jpg.webp?v=1691488747&width=800&height=800&crop=center']",1.5mm,0.25 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,Low,3,D-F,VS,https://keyzarjewelry.com/products/the-low-profile-kamellie-setting-cushion-18k-rose-gold-pave-3-carat-lab-diamond
The Halo Stephanie Set With A 2 Carat Round Lab Diamond,"$3,870","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",2,Round,18k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C125-WG-DIA-2ks_0.jpg?v=1699446141&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C1-WG-DIA-2Ks_0.jpg?v=1699446141&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0.jpg?v=1699440630&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0.jpg?v=1699440630&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/415Q-ER-R-C37-WG-DIA-2Ks_0_33361c14-285a-40f3-b9eb-385067cb1976.jpg?v=1699446142&width=800&height=800&crop=center']",1.5mm,0.3 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,Medium,2,D-F,VS,https://keyzarjewelry.com/products/the-halo-stephanie-setting-round-18k-white-gold-2-carat-lab-diamond
The Monica Set With A 2.5 Carat Round Lab Diamond,"$4,410","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2.5,Round,14k Rose Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-R-RG-G2c_0_8383c8c3-4b40-4605-a1f2-55203705c833_3x_jpg.webp?v=1690853543&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-R-RG-G5d_0_bce9cfd4-4ecb-466f-8924-c8738caaa39e_3x_jpg.webp?v=1690853543&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/7ff9185f1f8557d1de2509e12c3f28a9.jpg?v=1693929347&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/7ff9185f1f8557d1de2509e12c3f28a9.jpg?v=1693929347&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-R-RG-G5b_0_943062d9-b6b3-4fa2-987b-0888a7b27259_3x_jpg.webp?v=1690853543&width=800&height=800&crop=center']",2.5mm,0.48 ct,14k Rose Gold,58.5% Gold,36.3% Copper,3.7% Silver,1.4% Zinc,D-F,VVS,High,2.5,D-F,VS,https://keyzarjewelry.com/products/the-monica-setting-round-14k-rose-gold-2-5-carat-lab-diamond
The Monica Set With A 2 Carat Elongated Cushion Lab Diamond,"$4,520","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",2,Elongated Cushion,18k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-ECU-WG-G2c_0_ee9c5022-8ff6-4d03-b8c1-2e9e70456c04_3x_jpg.webp?v=1690853598&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-ECU-WG-G5d_0_bbc38268-7dff-4297-8918-dd741dabcb72_3x_jpg.webp?v=1690853599&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/29a28a945f69c6b2b46be3a9d893a342_5b8429e9-e713-47ed-b244-ef753c35f94a.jpg?v=1693929327&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/29a28a945f69c6b2b46be3a9d893a342_5b8429e9-e713-47ed-b244-ef753c35f94a.jpg?v=1693929327&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/ElongatedCushionShapeStoneSolo-C2FGNMKS.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-ECU-WG-G5b_0_d9db3c28-e141-419b-b43b-5b63fe301461_3x_jpg.webp?v=1690853599&width=800&height=800&crop=center']",2.5mm,0.48 ct,18k White Gold,75% Gold,15.3% Copper,5.2% Zinc,4.4% Nickel,D-F,VVS,High,2,D-F,VS,https://keyzarjewelry.com/products/the-monica-setting-elongated-cushion-18k-white-gold-2-carat-lab-diamond
